date,SYN:spot,SYN:vol,SYN:spot_level,SYN:vol_level
2021-11-10,-0.0051021723,-0.0001365861,429.6577364967,0.1384053825
2021-11-11,0.0022966188,-0.0083511833,430.6456305244,0.1300541992
2021-11-12,-0.0037752217,0.0038480710,429.0229127804,0.1339022702
2021-11-15,-0.0073503262,0.0080775602,425.8810155576,0.1419798304
2021-11-16,0.0205384934,0.0220277638,434.7184127264,0.1640075942
2021-11-17,0.0069127925,-0.0011206803,437.7339417671,0.1628869139
2021-11-18,0.0064010749,-0.0021794764,440.5448964751,0.1607074375
2021-11-19,0.0065155441,-0.0028766765,443.4246575921,0.1578307611
2021-11-22,-0.0029411853,-0.0034488116,442.1223795813,0.1543819495
2021-11-23,-0.0051862994,0.0033760603,439.8353363071,0.1577580098
2021-11-24,-0.0067276212,-0.0021929917,436.8862221528,0.1555650181
2021-11-25,0.0079279258,-0.0061685882,440.3635896636,0.1493964299
2021-11-26,-0.0032674607,-0.0033871425,438.9270670908,0.1460092874
2021-11-29,-0.0148261424,0.0308455526,432.4674756421,0.1768548400
2021-11-30,-0.0095886228,0.0053053366,428.3405256340,0.1821601766
2021-12-01,-0.0061810235,-0.0038534515,425.7011083275,0.1783067251
2021-12-02,-0.0001522684,-0.0042369458,425.6362924163,0.1740697793
2021-12-03,-0.0143258923,0.0190700786,419.5821418112,0.1931398579
2021-12-06,-0.0034338954,-0.0149478572,418.1438115624,0.1781920008
2021-12-07,-0.0125020002,0.0073390766,412.9487197520,0.1855310774
2021-12-08,-0.0021228700,-0.0157521860,412.0730131366,0.1697788914
2021-12-09,0.0169969118,0.0059113352,419.1368433770,0.1756902265
2021-12-10,0.0068187147,-0.0066477014,422.0045839705,0.1690425251
2021-12-13,-0.0027105037,-0.0038022535,420.8622877903,0.1652402717
2021-12-14,0.0081485359,0.0054809058,424.3057096380,0.1707211775
2021-12-15,0.0091623039,-0.0049849994,428.2111917726,0.1657361781
2021-12-16,0.0191280663,0.0115600302,436.4808833020,0.1772962083
2021-12-17,-0.0002091447,-0.0088417973,436.3896051691,0.1684544109
2021-12-20,0.0042625489,-0.0168649409,438.2537072899,0.1515894700
2021-12-21,-0.0070948306,-0.0013182133,435.1553755593,0.1502712567
2021-12-22,0.0017285618,-0.0075603929,435.9082190055,0.1427108637
2021-12-23,0.0002983037,-0.0030866861,436.0382714259,0.1396241777
2021-12-24,0.0082124494,-0.0035538995,439.6339581676,0.1360702781
2021-12-27,0.0056218624,-0.0069772439,442.1124802059,0.1290930342
2021-12-28,0.0097644263,0.0048149062,446.4506001114,0.1339079404
2021-12-29,0.0028228409,-0.0032304346,447.7126395350,0.1306775058
2021-12-30,-0.0042094064,-0.0040014274,445.8319960540,0.1266760784
2021-12-31,0.0106445204,0.0008765512,450.6030113652,0.1275526296
2022-01-03,-0.0017337131,-0.0035668671,449.8224718217,0.1239857625
2022-01-04,-0.0068112392,0.0079174954,446.7690340253,0.1319032579
2022-01-05,-0.0078964168,0.0117633271,443.2550516950,0.1436665850
2022-01-06,0.0027169018,-0.0091880129,444.4609695845,0.1344785721
2022-01-07,0.0031824749,0.0017169868,445.8777086411,0.1361955588
2022-01-10,-0.0053299330,0.0009333514,443.5075323706,0.1371289103
2022-01-11,0.0250680916,0.0317359589,454.7659436871,0.1688648692
2022-01-12,-0.0002880798,-0.0027465584,454.6349536602,0.1661183108
2022-01-13,0.0012942358,-0.0102121039,455.2237394048,0.1559062068
2022-01-14,0.0139494455,0.0082243319,461.6183551146,0.1641305387
2022-01-17,-0.0014675360,-0.0111858462,460.9414104130,0.1529446926
2022-01-18,-0.0007803191,-0.0070133749,460.5818693424,0.1459313177
2022-01-19,0.0060229802,-0.0059331160,463.3643157205,0.1399982017
2022-01-20,0.0016770234,0.0028378627,464.1420404849,0.1428360644
2022-01-21,-0.0016843398,0.0026067161,463.3609255790,0.1454427805
2022-01-24,-0.0006669925,-0.0015664148,463.0519703822,0.1438763656
2022-01-25,-0.0034592871,-0.0005103780,461.4529080973,0.1433659876
2022-01-26,0.0058204136,-0.0044345885,464.1465864535,0.1389313991
2022-01-27,-0.0166742971,0.0433583284,456.4714350768,0.1822897276
2022-01-28,0.0080028053,0.0008386509,460.1391434853,0.1831283785
2022-01-31,-0.0222932010,0.0527694604,449.9946656457,0.2358978390
2022-02-01,0.0002167518,-0.0127812761,450.0922133878,0.2231165629
2022-02-02,0.0037175400,-0.0121101021,451.7685631974,0.2110064607
2022-02-03,-0.0037492387,-0.0090210625,450.0779462802,0.2019853983
2022-02-04,-0.0009601295,-0.0041491081,449.6460205535,0.1978362902
2022-02-07,0.0056444987,-0.0115342102,452.1912233805,0.1863020800
2022-02-08,-0.0030949203,-0.0065527171,450.7938910266,0.1797493629
2022-02-09,0.0070915156,0.0013665724,454.0020649172,0.1811159353
2022-02-10,-0.0056561025,-0.0000644776,451.4414311357,0.1810514578
2022-02-11,0.0074429832,0.0019355006,454.8140376867,0.1829869584
2022-02-14,-0.0004704459,-0.0064606330,454.6001226052,0.1765263254
2022-02-15,0.0038191590,-0.0050427227,456.3396323733,0.1714836027
2022-02-16,-0.0031287528,-0.0001479351,454.9140897372,0.1713356676
2022-02-17,0.0021568437,-0.0042516290,455.8963272224,0.1670840386
2022-02-18,-0.0042979332,-0.0024724917,453.9411199424,0.1646115469
2022-02-21,-0.0054548802,-0.0038449737,451.4716669301,0.1607665732
2022-02-22,0.0050892565,-0.0104054986,453.7751786702,0.1503610745
2022-02-23,0.0072299082,0.0040717007,457.0678199757,0.1544327753
2022-02-24,0.0040908351,-0.0060787814,458.9414387732,0.1483539938
2022-02-25,-0.0013653920,-0.0075173304,458.3152313925,0.1408366634
2022-02-28,-0.0093292975,0.0133138935,454.0593553059,0.1541505570
2022-03-01,0.0017025658,-0.0087387615,454.8330796910,0.1454117954
2022-03-02,0.0007930489,-0.0098654130,455.1939276459,0.1355463824
2022-03-03,0.0027427279,-0.0053496398,456.4441144251,0.1301967426
2022-03-04,0.0141546510,0.0092012659,462.9508633179,0.1393980085
2022-03-07,-0.0020057949,-0.0021925153,462.0232094777,0.1372054932
2022-03-08,0.0040930935,-0.0006324525,463.9181892085,0.1365730407
2022-03-09,-0.0107375764,0.0181427544,458.9634806156,0.1547157952
2022-03-10,-0.0138583046,0.0207565294,452.6468945591,0.1754723245
2022-03-11,0.0058613499,-0.0039518699,455.3078070577,0.1715204546
2022-03-14,-0.0050713511,-0.0037933037,453.0046263511,0.1677271509
2022-03-15,-0.0017660156,-0.0085922679,452.2053191100,0.1591348830
2022-03-16,0.0020926341,-0.0038686524,453.1526101830,0.1552662306
2022-03-17,-0.0135865433,0.0212677163,447.0374685224,0.1765339469
2022-03-18,0.0157791068,0.0123035159,454.1472660826,0.1888374628
2022-03-21,-0.0047892422,-0.0030720634,451.9774448856,0.1857653993
2022-03-22,0.0169225767,0.0029867447,459.6911516960,0.1887521441
2022-03-23,0.0108389374,-0.0003192059,464.7008160030,0.1884329381
2022-03-24,0.0106233136,-0.0038404738,469.6637934648,0.1845924644
2022-03-25,0.0115318582,0.0047675035,475.1112389450,0.1893599679
2022-03-28,0.0135248621,-0.0063126908,481.5807036326,0.1830472770
2022-03-29,-0.0080081996,-0.0023615485,477.7395102663,0.1806857285
2022-03-30,-0.0074175388,-0.0032486906,474.2089690625,0.1774370379
2022-03-31,0.0112318533,-0.0006296314,479.5652387219,0.1768074065
2022-04-01,-0.0054685922,-0.0038690427,476.9498497735,0.1729383638
2022-04-04,0.0019904664,-0.0129287712,477.9001478785,0.1600095926
2022-04-05,0.0073699845,-0.0101996268,481.4352754783,0.1498099659
2022-04-06,0.0026563491,-0.0035888935,482.7158356967,0.1462210723
2022-04-07,-0.0055026626,0.0056937371,480.0669080867,0.1519148094
2022-04-08,-0.0044286806,0.0035797569,477.9455459767,0.1554945663
2022-04-11,0.0009341947,-0.0069068311,478.3922487795,0.1485877352
2022-04-12,-0.0006853838,-0.0028510437,478.0644788039,0.1457366915
2022-04-13,0.0083336561,-0.0037797505,482.0651507111,0.1419569411
2022-04-14,-0.0055356954,-0.0050849218,479.4039574414,0.1368720193
2022-04-15,0.0028651163,0.0017350691,480.7794750918,0.1386070884
2022-04-18,0.0097157250,0.0045965346,485.4733615661,0.1432036230
2022-04-19,-0.0042260736,-0.0027538268,483.4260445047,0.1404497962
2022-04-20,0.0012243047,-0.0053648671,484.0182677350,0.1350849291
2022-04-21,-0.0082836873,0.0110321632,480.0253725204,0.1461170923
2022-04-22,0.0030323528,-0.0027002389,481.4831880114,0.1434168534
2022-04-25,0.0115131465,0.0023772900,487.0586082161,0.1457941434
2022-04-26,0.0016148238,-0.0032163950,487.8457574401,0.1425777484
2022-04-27,0.0049005725,-0.0027484633,490.2423484701,0.1398292851
2022-04-28,0.0002958181,-0.0055348923,490.3873924927,0.1342943927
2022-04-29,-0.0021099478,-0.0054735800,489.3537914991,0.1288208127
2022-05-02,-0.0027528917,0.0020949603,488.0085060479,0.1309157731
2022-05-03,0.0031431333,-0.0042638872,489.5447949365,0.1266518859
2022-05-04,0.0059792928,-0.0048769249,492.4806951786,0.1217749610
2022-05-05,0.0013255592,0.0051066719,493.1339403470,0.1268816329
2022-05-06,-0.0095696879,0.0178061113,488.4373109091,0.1446877442
2022-05-09,-0.0061254088,0.0036854555,485.4545772821,0.1483731997
2022-05-10,-0.0006820343,-0.0049493110,485.1235934871,0.1434238887
2022-05-11,-0.0077115062,0.0060169670,481.3969473732,0.1494408556
2022-05-12,0.0076217881,-0.0070568940,485.0800710731,0.1423839616
2022-05-13,0.0025275087,-0.0038423593,486.3076659152,0.1385416023
2022-05-16,0.0125867894,0.0069372489,492.4674024307,0.1454788512
2022-05-17,-0.0096885311,0.0088440892,487.7191556012,0.1543229404
2022-05-18,-0.0168210988,0.0336607200,479.5837981463,0.1879836604
2022-05-19,-0.0040971201,-0.0090805728,477.6229054879,0.1789030876
2022-05-20,-0.0022816912,-0.0059515947,476.5343598557,0.1729514929
2022-05-23,-0.0084995196,-0.0037515112,472.5012108998,0.1691999817
2022-05-24,-0.0076355550,0.0008852607,468.9071407155,0.1700852425
2022-05-25,-0.0049770814,-0.0057597062,466.5791498351,0.1643255363
2022-05-26,-0.0008798916,-0.0111491960,466.1687913032,0.1531763402
2022-05-27,0.0016680510,-0.0064395357,466.9470335363,0.1467368045
2022-05-30,0.0110265536,0.0021662623,472.1243415128,0.1489030667
2022-05-31,0.0115552385,0.0001258322,477.6114925147,0.1490288989
2022-06-01,-0.0085965985,0.0090755813,473.5232559262,0.1581044802
2022-06-02,0.0179436781,0.0079512436,482.0966942771,0.1660557238
2022-06-03,-0.0011136564,-0.0023172125,481.5601030335,0.1637385114
2022-06-06,-0.0002813801,-0.0031701315,481.4246206523,0.1605683799
2022-06-07,0.0041626804,-0.0072698658,483.4328143253,0.1532985141
2022-06-08,-0.0024042912,0.0012969173,482.2718971961,0.1545954314
2022-06-09,-0.0047189653,-0.0074235165,480.0014341672,0.1471719150
2022-06-10,0.0187224183,0.0165182234,489.0728765072,0.1636901384
2022-06-13,0.0258565704,0.0263945830,501.8835298409,0.1900847214
2022-06-14,-0.0110329035,0.0087674137,496.3767311577,0.1988521352
2022-06-15,0.0025958197,-0.0149005775,497.6669094830,0.1839515577
2022-06-16,0.0108322157,-0.0070096905,503.0870478721,0.1769418672
2022-06-17,-0.0083035231,-0.0020552888,498.9269486065,0.1748865784
2022-06-20,0.0067041978,-0.0047058170,502.2830911071,0.1701807615
2022-06-21,-0.0073749973,0.0005560533,498.5923808602,0.1707368147
2022-06-22,0.0110347497,-0.0006838254,504.1246906828,0.1700529893
2022-06-23,0.0008997742,-0.0075666835,504.5784931940,0.1624863058
2022-06-24,0.0039542261,-0.0079283962,506.5776606258,0.1545579097
2022-06-27,-0.0025186740,-0.0097593945,505.3033621002,0.1447985151
2022-06-28,0.0141288969,0.0045396899,512.4934153605,0.1493382050
2022-06-29,0.0068876056,-0.0001725509,516.0354519749,0.1491656541
2022-06-30,-0.0066780066,0.0053820076,512.6008447466,0.1545476617
2022-07-01,-0.0015564908,-0.0069723783,511.8036068650,0.1475752834
2022-07-04,0.0009564259,-0.0004509082,512.2933432282,0.1471243752
2022-07-05,0.0046217103,-0.0087943034,514.6664944162,0.1383300717
2022-07-06,0.0003953612,-0.0008267987,514.8700138076,0.1375032731
2022-07-07,-0.0007310647,-0.0080100747,514.4937480608,0.1294931984
2022-07-08,-0.0058342401,0.0033586026,511.5008072736,0.1328518009
2022-07-11,-0.0029486824,-0.0057349155,509.9947753634,0.1271168855
2022-07-12,-0.0058555885,-0.0010991068,507.0171821033,0.1260177787
2022-07-13,0.0096253187,0.0008264309,511.9209463476,0.1268442096
2022-07-14,0.0160720374,0.0178962529,520.2150318516,0.1447404625
2022-07-15,0.0098132173,-0.0016535742,525.3451453082,0.1430868883
2022-07-18,0.0026633660,-0.0014700148,526.7461966546,0.1416168735
2022-07-19,0.0003571885,-0.0035959916,526.9343779487,0.1380208819
2022-07-20,-0.0048031570,0.0009004235,524.4094979446,0.1389213054
2022-07-21,-0.0041669334,-0.0000250355,522.2288649392,0.1388962699
2022-07-22,0.0128217656,0.0082693894,528.9678717091,0.1471656592
2022-07-25,-0.0010138819,-0.0093175116,528.4318325333,0.1378481476
2022-07-26,-0.0075997376,0.0051969223,524.4311107557,0.1430450699
2022-07-27,-0.0030991029,-0.0015179910,522.8083606051,0.1415270789
2022-07-28,0.0044672379,-0.0053095793,525.1490943404,0.1362174996
2022-07-29,-0.0072339524,0.0058392376,521.3638982485,0.1420567373
2022-08-01,0.0007961649,-0.0082301875,521.7791551607,0.1338265497
2022-08-02,-0.0015882989,-0.0002395392,520.9510717065,0.1335870106
2022-08-03,0.0134222918,0.0047523856,527.9905664178,0.1383393961
2022-08-04,0.0084503084,-0.0007530059,532.4711540463,0.1375863902
2022-08-05,-0.0069943563,0.0067505450,528.7598552819,0.1443369352
2022-08-08,0.0111693027,0.0069486573,534.6988395494,0.1512855925
2022-08-09,-0.0100864324,0.0072865639,529.3327437419,0.1585721564
2022-08-10,0.0000004003,-0.0082629091,529.3329556275,0.1503092474
2022-08-11,-0.0152746486,0.0299991153,521.3090181462,0.1803083627
2022-08-12,-0.0152178077,0.0083666957,513.4358955181,0.1886750584
2022-08-15,-0.0135948482,0.0173240101,506.5030447384,0.2059990684
2022-08-16,-0.0128947744,0.0128684050,500.0137313013,0.2188674735
2022-08-17,0.0178736933,-0.0022632959,509.0311707884,0.2166041775
2022-08-18,-0.0075910830,0.0002180971,505.1817022278,0.2168222746
2022-08-19,-0.0082719671,-0.0019241461,501.0200918737,0.2148981284
2022-08-22,-0.0156945923,0.0164403941,493.2181699260,0.2313385226
2022-08-23,0.0144845484,-0.0127183474,500.4142021828,0.2186201751
2022-08-24,-0.0011654565,-0.0122474378,499.8313309420,0.2063727374
2022-08-25,0.0044780299,-0.0094339578,502.0746095971,0.1969387795
2022-08-26,-0.0075674555,-0.0040642912,498.2895221360,0.1928744883
2022-08-29,0.0061303863,-0.0083236690,501.3536118079,0.1845508194
2022-08-30,0.0063908224,-0.0070487846,504.5679338526,0.1775020348
2022-08-31,-0.0279989572,0.0600343766,490.6365007700,0.2375364114
2022-09-01,0.0227491723,0.0049303661,501.9260015635,0.2424667775
2022-09-02,0.0093954366,-0.0115942434,506.6640385996,0.2308725341
2022-09-05,-0.0059253006,-0.0081421079,503.6707786079,0.2227304263
2022-09-06,-0.0107620836,-0.0016013551,498.2792954165,0.2211290712
2022-09-07,0.0090743870,-0.0073217082,502.8214520525,0.2138073630
2022-09-08,0.0029009912,-0.0084032509,504.2822504958,0.2054041121
2022-09-09,0.0065047988,-0.0006340099,507.5731969487,0.2047701022
2022-09-12,0.0019629212,-0.0124895011,508.5705016527,0.1922806011
2022-09-13,0.0026590420,-0.0014837669,509.9246114877,0.1907968342
2022-09-14,-0.0080033024,-0.0019239975,505.8598181982,0.1888728367
2022-09-15,-0.0161581598,0.0171428753,497.7517366676,0.2060157120
2022-09-16,-0.0099468718,-0.0047622570,492.8252063622,0.2012534550
2022-09-19,0.0182927417,0.0077876110,501.9232913236,0.2090410660
2022-09-20,0.0038664364,-0.0150673229,503.8677023578,0.1939737431
2022-09-21,0.0022760236,-0.0046753890,505.0158232117,0.1892983541
2022-09-22,0.0131336031,0.0007122190,511.6922473537,0.1900105731
2022-09-23,-0.0007177069,-0.0104704741,511.3251340372,0.1795400990
2022-09-26,0.0233028188,0.0138775455,523.3803659036,0.1934176445
2022-09-27,0.0022889961,-0.0063612730,524.5797536995,0.1870563715
2022-09-28,0.0030110793,-0.0070356415,526.1616854180,0.1800207300
2022-09-29,0.0002915157,-0.0046041025,526.3150921901,0.1754166276
2022-09-30,-0.0134908935,0.0147360616,519.2623124487,0.1901526892
2022-10-03,0.0107431050,-0.0051966229,524.8708747644,0.1849560663
2022-10-04,0.0172781693,0.0075451505,534.0184820040,0.1925012168
2022-10-05,-0.0040783220,-0.0113297615,531.8450177612,0.1811714553
2022-10-06,0.0303571010,0.0346371367,548.2378512723,0.2158085921
2022-10-07,0.0127569124,-0.0036809574,555.2764735868,0.2121276347
2022-10-10,0.0239311974,0.0078505289,568.7251845234,0.2199781636
2022-10-11,0.0026532030,-0.0142881542,570.2361314030,0.2056900094
2022-10-12,-0.0008788634,-0.0106104095,569.7351918878,0.1950795998
2022-10-13,-0.0070491719,-0.0102687537,565.7331526594,0.1848108461
2022-10-14,0.0153387578,0.0078089545,574.4776901971,0.1926198006
2022-10-17,-0.0075385083,0.0016896049,570.1632679563,0.1943094055
2022-10-18,-0.0297964243,0.0704797146,553.4250492075,0.2647891201
2022-10-19,0.0139970512,-0.0079377073,561.2258345683,0.2568514128
2022-10-20,-0.0114085420,0.0044871612,554.8594506720,0.2613385740
2022-10-21,-0.0077066387,-0.0070010870,550.5997842738,0.2543374870
2022-10-24,0.0124049482,-0.0119631210,557.4724857126,0.2423743661
2022-10-25,-0.0034460440,-0.0196592920,555.5547172353,0.2227150740
2022-10-26,0.0013306616,-0.0170130525,556.2944646428,0.2057020215
2022-10-27,0.0064101581,-0.0029362113,559.8718536916,0.2027658102
2022-10-28,0.0114953115,-0.0025565851,566.3448885659,0.2002092251
2022-10-31,0.0128905792,-0.0073037204,573.6926589944,0.1929055047
2022-11-01,0.0027120263,-0.0052686439,575.2506402704,0.1876368609
2022-11-02,0.0089344855,-0.0059477468,580.4132370112,0.1816891140
2022-11-03,0.0051222243,-0.0089963668,583.3938710201,0.1726927472
2022-11-04,0.0134301063,-0.0004876774,591.2817617708,0.1722050698
2022-11-07,-0.0045657464,-0.0060302971,588.5882727586,0.1661747727
2022-11-08,0.0089181519,0.0041752485,593.8608683397,0.1703500212
2022-11-09,-0.0107362399,0.0038401676,587.5191396713,0.1741901888
2022-11-10,0.0193946899,0.0085920766,599.0251078784,0.1827822654
2022-11-11,0.0104994935,0.0025671825,605.3477020160,0.1853494479
2022-11-14,-0.0112883663,0.0127319429,598.5527395823,0.1980813908
2022-11-15,0.0044375366,-0.0121109668,601.2147412511,0.1859704240
2022-11-16,-0.0229974443,0.0556946932,587.5461129274,0.2416651172
2022-11-17,0.0042623469,-0.0074830366,590.0557830145,0.2341820806
2022-11-18,-0.0346717460,0.0816107070,569.9481170006,0.3157927875
2022-11-21,-0.0079223054,-0.0059272044,565.4506526314,0.3098655832
2022-11-22,-0.0224664829,0.0130732232,552.8886060853,0.3229388063
2022-11-23,0.0011959351,-0.0154014360,553.5502205258,0.3075373703
2022-11-24,-0.0035606435,-0.0207407368,551.5827303750,0.2867966335
2022-11-25,-0.0041377367,-0.0212269518,549.3051415553,0.2655696817
2022-11-28,-0.0017801196,-0.0102130969,548.3281825173,0.2553565849
2022-11-29,-0.0181444606,0.0161058885,538.4687806588,0.2714624733
2022-11-30,-0.0351973590,0.0742200152,519.8457647084,0.3456824885
2022-12-01,-0.0507291356,0.1217376011,494.1321668506,0.4674200897
2022-12-02,0.0025594997,-0.0278542671,495.3985178840,0.4395658226
2022-12-05,0.0710634345,0.0647727697,531.8842868785,0.5043385923
2022-12-06,0.0044828786,-0.0337905889,534.2740120061,0.4705480034
2022-12-07,0.0281178212,-0.0107850452,549.5098283268,0.4597629582
2022-12-08,0.0202307902,-0.0191199795,560.7400616046,0.4406429788
2022-12-09,-0.0137759408,-0.0169625412,553.0683038829,0.4236804376
2022-12-12,-0.0038397675,-0.0260705542,550.9487221403,0.3976098833
2022-12-13,-0.0258205590,0.0124119060,536.9050066710,0.4100217893
2022-12-14,0.0017890301,-0.0295756674,537.8664056235,0.3804461219
2022-12-15,0.0105984458,-0.0201901575,543.5972690679,0.3602559644
2022-12-16,-0.0108269455,-0.0168727389,537.7435173903,0.3433832254
2022-12-19,-0.0311189647,0.0435495866,521.2671886127,0.3869328120
2022-12-20,0.0182205316,-0.0184454299,530.8520089992,0.3684873821
2022-12-21,0.0038182652,-0.0221648368,532.8828173814,0.3463225452
2022-12-22,-0.0188342536,0.0029197984,522.9402911987,0.3492423437
2022-12-23,-0.0048229534,-0.0148121841,520.4242467986,0.3344301596
2022-12-26,0.0073561274,-0.0153626661,524.2666692304,0.3190674935
2022-12-27,0.0042479473,-0.0170739589,526.4984633082,0.3019935346
2022-12-28,-0.0072401186,-0.0039917464,522.7003181020,0.2980017882
2022-12-29,-0.0124502513,-0.0046372000,516.2329117383,0.2933645882
2022-12-30,0.0044901124,-0.0142334955,518.5560672332,0.2791310927
2023-01-02,0.0033019085,-0.0039650294,520.2711218572,0.2751660633
2023-01-03,-0.0035125404,-0.0176172780,518.4468542935,0.2575487854
2023-01-04,-0.0022021999,-0.0094917652,517.3063869377,0.2480570202
2023-01-05,0.0153852649,-0.0026880194,525.3268227951,0.2453690008
2023-01-06,-0.0094673731,-0.0095106447,520.3768264813,0.2358583561
2023-01-09,0.0029494929,-0.0142185050,521.9139399865,0.2216398511
2023-01-10,0.0090670364,-0.0043435291,526.6676712202,0.2172963219
2023-01-11,-0.0052945240,-0.0134224853,523.8865853451,0.2038738366
2023-01-12,-0.0118922528,0.0049849189,517.6932927400,0.2088587556
2023-01-13,0.0003880059,-0.0061539438,517.8941997829,0.2027048118
2023-01-16,0.0010196923,-0.0103707761,518.4225618608,0.1923340357
2023-01-17,-0.0020934231,-0.0070492801,517.3384192952,0.1852847556
2023-01-18,0.0022835857,-0.0104879734,518.5211558541,0.1747967821
2023-01-19,-0.0095063826,0.0016584950,513.6152509875,0.1764552772
2023-01-20,0.0085966314,-0.0061475044,518.0496451155,0.1703077728
2023-01-23,-0.0018031368,-0.0076975775,517.1163724076,0.1626101953
2023-01-24,0.0030610657,-0.0030766276,518.7017248020,0.1595335677
2023-01-25,0.0079493435,-0.0022070646,522.8414954149,0.1573265031
2023-01-26,0.0053786445,0.0037169673,525.6612503847,0.1610434704
2023-01-27,0.0038117304,-0.0031035611,527.6687529760,0.1579399093
2023-01-30,-0.0009551089,-0.0046041699,527.1650124641,0.1533357394
2023-01-31,-0.0024976075,0.0044469232,525.8500040564,0.1577826626
2023-02-01,-0.0035631886,-0.0043523655,523.9796355315,0.1534302971
2023-02-02,0.0033933447,-0.0079827505,525.7606992198,0.1454475466
2023-02-03,0.0002923662,-0.0040951243,525.9144363434,0.1413524223
2023-02-06,0.0096852846,-0.0027081902,531.0328137756,0.1386442320
